Hour,Active_Users,CPU_Usage (%),Memory_Usage (%),Datetime,Weekday,DayOfMonth,WeekOfMonth,Is_Business_Hours,Has_Event,Event_Payroll,Event_Tax,Event_EoM,Event_Risk_Score,Event_Day_Proximity_Hours,Active_Users_Lag1,Active_Users_Trend1,Active_Users_MA3,Active_Users_MA6,Active_Users_PctChange1,CPU_Usage (%)_Lag1,CPU_Usage (%)_Trend1,CPU_Usage (%)_MA3,CPU_Usage (%)_MA6,CPU_Usage (%)_PctChange1,Memory_Usage (%)_Lag1,Memory_Usage (%)_Trend1,Memory_Usage (%)_MA3,Memory_Usage (%)_MA6,Memory_Usage (%)_PctChange1,Saturation_Max,Saturation_HMean,Queue_Pressure,Scaling_Action,Scaling_Next_1h
15,74,14.19,25.36,2025-06-01 15:00:00,6,1,1,1,0,0,0,0,0.0,97,79.0,-5.0,78.0,77.5,-0.06329113924050633,35.54,-21.35,24.250000000000004,30.118333333333336,-0.600731570061902,30.15,-4.789999999999999,25.986666666666665,24.084999999999997,-0.15887230514096184,25.36,18.19764307970561,0,0,0
16,85,38.01,33.0,2025-06-01 16:00:00,6,1,1,1,0,0,0,0,0.0,96,74.0,11.0,79.33333333333333,78.5,0.14864864864864868,14.19,23.82,29.24666666666667,31.588333333333335,1.0,25.36,7.640000000000001,29.50333333333333,25.495,0.30126182965299697,38.01,35.32826315549553,1,0,0
17,70,9.46,18.86,2025-06-01 17:00:00,6,1,1,1,0,0,0,0,0.0,97,85.0,-15.0,76.33333333333333,77.0,-0.17647058823529416,38.01,-28.549999999999997,20.553333333333335,26.40833333333333,-0.7511181268087346,33.0,-14.14,25.74,23.113333333333333,-0.42848484848484847,18.86,12.599971377119655,0,0,0
18,81,43.82,12.59,2025-06-01 18:00:00,6,1,1,1,0,0,0,0,0.0,96,70.0,11.0,78.66666666666667,78.33333333333333,0.15714285714285725,9.46,34.36,30.430000000000003,27.340000000000003,1.0,18.86,-6.27,21.483333333333334,23.734999999999996,-0.33244962884411455,43.82,19.56014150753162,1,0,0
19,81,30.16,27.99,2025-06-01 19:00:00,6,1,1,1,0,0,0,0,0.0,96,81.0,0.0,77.33333333333333,78.33333333333333,0.0,43.82,-13.66,27.813333333333336,28.53,-0.3117298037425833,12.59,15.399999999999999,19.813333333333333,24.65833333333333,1.0,30.16,29.03451028315546,0,0,0
20,87,27.85,37.36,2025-06-01 20:00:00,6,1,1,0,0,0,0,0,0.0,97,81.0,6.0,83.0,79.66666666666667,0.07407407407407418,30.16,-2.3099999999999987,33.943333333333335,27.248333333333335,-0.0765915119363395,27.99,9.370000000000001,25.98,25.86,0.3347624151482673,37.36,31.911546849999286,0,0,0
21,87,37.79,35.98,2025-06-01 21:00:00,6,1,1,0,0,0,0,0,0.0,98,87.0,0.0,85.0,81.83333333333333,0.0,27.85,9.939999999999998,31.933333333333337,31.181666666666672,0.356912028725314,37.36,-1.3800000000000026,33.776666666666664,27.629999999999995,-0.03693790149892939,37.79,36.862794701602354,0,0,0
22,72,37.64,23.12,2025-06-01 22:00:00,6,1,1,0,0,0,0,0,0.0,99,87.0,-15.0,82.0,79.66666666666667,-0.1724137931034483,37.79,-0.14999999999999858,34.42666666666667,31.120000000000005,-0.003969304048690114,35.98,-12.859999999999996,32.15333333333333,25.98333333333333,-0.35742078932740406,37.64,28.645055519337465,0,0,0
23,77,31.77,20.48,2025-06-01 23:00:00,6,1,1,0,0,0,0,0,0.0,100,72.0,5.0,78.66666666666667,80.83333333333333,0.06944444444444442,37.64,-5.870000000000001,35.733333333333334,34.83833333333334,-0.15595111583421895,23.12,-2.6400000000000006,26.526666666666667,26.25333333333333,-0.11418685121107264,31.77,24.90524740851201,0,0,0
0,73,48.35,22.2,2025-06-02 00:00:00,0,2,1,0,0,0,0,0,0.0,82,77.0,-4.0,74.0,79.5,-0.051948051948051965,31.77,16.580000000000002,39.25333333333334,35.59333333333334,0.5218759836323577,20.48,1.7199999999999989,21.933333333333334,27.855,0.083984375,48.35,30.428631772804653,0,0,0
1,80,29.35,32.89,2025-06-02 01:00:00,0,2,1,0,0,0,0,0,0.0,81,73.0,7.0,76.66666666666667,79.33333333333333,0.09589041095890405,48.35,-19.0,36.49000000000001,35.458333333333336,-0.3929679420889348,22.2,10.690000000000001,25.189999999999998,28.671666666666663,0.4815315315315316,32.89,31.019327939920824,0,0,0
2,93,41.04,33.66,2025-06-02 02:00:00,0,2,1,0,0,0,0,0,0.0,80,80.0,13.0,82.0,80.33333333333333,0.1625000000000001,29.35,11.689999999999998,39.580000000000005,37.656666666666666,0.39829642248722297,32.89,0.769999999999996,29.583333333333332,28.054999999999996,0.02341137123745818,41.04,36.985445314786546,0,0,0
3,84,36.7,29.62,2025-06-02 03:00:00,0,2,1,0,0,0,0,0,0.0,79,93.0,-9.0,85.66666666666667,79.83333333333333,-0.09677419354838712,41.04,-4.339999999999996,35.69666666666667,37.475,-0.1057504873294346,33.66,-4.039999999999996,32.056666666666665,26.995,-0.12002376708259044,36.7,32.78208638748362,0,0,0
4,96,24.21,28.95,2025-06-02 04:00:00,0,2,1,0,0,0,0,0,0.0,78,84.0,12.0,91.0,83.83333333333333,0.1428571428571428,36.7,-12.490000000000002,33.98333333333334,35.23666666666667,-0.3403269754768392,29.62,-0.6700000000000017,30.74333333333333,27.96666666666667,-0.02261985145172185,28.95,26.368678999836742,0,0,0
5,88,35.79,34.41,2025-06-02 05:00:00,0,2,1,0,0,0,0,0,0.0,77,96.0,-8.0,89.33333333333333,85.66666666666667,-0.08333333333333337,24.21,11.579999999999998,32.23333333333334,35.90666666666667,0.4783147459727384,28.95,5.459999999999997,30.99333333333333,30.28833333333333,0.18860103626942992,35.79,35.08643542611916,0,0,0
6,79,47.18,30.6,2025-06-02 06:00:00,0,2,1,0,0,0,0,0,0.0,76,88.0,-9.0,87.66666666666667,86.66666666666667,-0.10227272727272729,35.79,11.39,35.72666666666667,35.71166666666667,0.31824531992176586,34.41,-3.809999999999995,31.319999999999993,31.688333333333333,-0.11072362685265902,47.18,37.12285889530909,0,0,0
7,94,23.64,27.95,2025-06-02 07:00:00,0,2,1,0,0,0,0,0,0.0,75,79.0,15.0,87.0,89.0,0.1898734177215189,47.18,-23.54,35.53666666666667,34.76,-0.49894022891055534,30.6,-2.650000000000002,30.986666666666665,30.865,-0.08660130718954251,27.95,25.614963682594226,0,0,0
8,78,14.5,20.06,2025-06-02 08:00:00,0,2,1,0,0,0,0,0,0.0,74,94.0,-16.0,83.66666666666667,86.5,-0.17021276595744683,23.64,-9.14,28.44000000000001,30.33666666666667,-0.38663282571912017,27.95,-7.890000000000001,26.20333333333333,28.59833333333333,-0.28228980322003583,20.06,16.83275420044114,0,0,0
9,89,35.39,36.46,2025-06-02 09:00:00,0,2,1,1,0,0,0,0,0.0,73,78.0,11.0,87.0,87.33333333333333,0.14102564102564097,14.5,20.89,24.510000000000005,30.118333333333336,1.0,20.06,16.400000000000002,28.156666666666666,29.738333333333333,0.8175473579262216,36.46,35.9170322349752,1,0,0
10,74,32.09,22.53,2025-06-02 10:00:00,0,2,1,1,0,0,0,0,0.0,72,89.0,-15.0,80.33333333333333,83.66666666666667,-0.1685393258426966,35.39,-3.299999999999997,27.32666666666667,31.431666666666672,-0.09324667985306578,36.46,-13.93,26.349999999999994,28.668333333333333,-0.38206253428414705,32.09,26.47336828133709,0,0,0
11,92,27.89,23.58,2025-06-02 11:00:00,0,2,1,1,0,0,0,0,0.0,73,74.0,18.0,85.0,84.33333333333333,0.2432432432432432,32.09,-4.200000000000003,31.790000000000006,30.115,-0.13088189467123723,22.53,1.0499999999999972,27.52333333333333,26.863333333333333,0.046604527296937315,27.89,25.554543937156716,0,0,0
12,70,26.18,17.92,2025-06-02 12:00:00,0,2,1,1,0,0,0,0,0.0,72,92.0,-22.0,78.66666666666667,82.83333333333333,-0.23913043478260865,27.89,-1.7100000000000009,28.72000000000001,26.615000000000006,-0.06131229831480822,23.58,-5.659999999999997,21.343333333333334,24.75,-0.2400339270568277,26.18,21.276444007336874,0,0,0
13,80,43.44,32.16,2025-06-02 13:00:00,0,2,1,1,0,0,0,0,0.0,73,70.0,10.0,80.66666666666667,80.5,0.1428571428571428,26.18,17.259999999999998,32.50333333333334,29.915000000000003,0.6592818945760122,17.92,14.239999999999995,24.55333333333333,25.451666666666664,0.7946428571428568,43.44,36.958475728062496,1,0,0
14,58,18.23,18.92,2025-06-02 14:00:00,0,2,1,1,0,0,0,0,0.0,72,80.0,-22.0,69.33333333333333,77.16666666666667,-0.275,43.44,-25.209999999999997,29.283333333333335,30.536666666666665,-0.5803406998158379,32.16,-13.239999999999995,23.0,25.261666666666667,-0.4116915422885571,18.92,18.56859174781718,0,0,0
15,101,50.53,50.61,2025-06-02 15:00:00,0,2,1,1,0,0,0,0,0.0,73,58.0,43.0,79.66666666666667,79.16666666666667,0.7413793103448276,18.23,32.3,37.400000000000006,33.06,1.0,18.92,31.689999999999998,33.89666666666667,27.62,1.0,50.61,50.56996788046304,1,0,0
16,100,51.34,37.92,2025-06-02 16:00:00,0,2,1,1,0,0,0,0,0.0,72,101.0,-1.0,86.33333333333333,83.5,-0.00990099009900991,50.53,0.8100000000000023,40.03333333333334,36.26833333333334,0.016030081139916996,50.61,-12.689999999999998,35.81666666666666,30.185000000000002,-0.25074096028452875,51.34,43.62116915055827,0,0,0
17,97,40.47,38.14,2025-06-02 17:00:00,0,2,1,1,0,0,0,0,0.0,73,100.0,-3.0,99.33333333333333,84.33333333333333,-0.030000000000000027,51.34,-10.870000000000005,47.446666666666665,38.365,-0.21172574990261017,37.92,0.21999999999999886,42.22333333333333,32.61166666666667,0.005801687763713037,40.47,39.270468931809326,0,0,0
18,74,54.68,23.92,2025-06-02 18:00:00,0,2,1,1,0,0,0,0,0.0,72,97.0,-23.0,90.33333333333333,85.0,-0.23711340206185572,40.47,14.21,48.830000000000005,43.115,0.35112428959723263,38.14,-14.219999999999999,33.32666666666666,33.61166666666667,-0.37283691662296803,54.68,33.2810581261952,0,0,0
19,71,17.01,25.45,2025-06-02 19:00:00,0,2,1,1,0,0,0,0,0.0,72,74.0,-3.0,80.66666666666667,83.5,-0.04054054054054057,54.68,-37.67,37.38666666666667,38.71,-0.6889173372348207,23.92,1.5299999999999976,29.169999999999998,32.49333333333333,0.06396321070234112,25.45,20.391167725125587,0,0,0
20,84,42.81,25.5,2025-06-02 20:00:00,0,2,1,0,0,0,0,0,0.0,73,71.0,13.0,76.33333333333333,87.83333333333333,0.18309859154929575,17.01,25.8,38.16666666666667,42.80666666666667,1.0,25.45,0.05000000000000071,24.956666666666663,33.59,0.0019646365422396617,42.81,31.96179139274204,0,0,0
21,78,24.86,22.99,2025-06-02 21:00:00,0,2,1,0,0,0,0,0,0.0,74,84.0,-6.0,77.66666666666667,84.0,-0.0714285714285714,42.81,-17.950000000000003,28.22666666666667,38.528333333333336,-0.4192945573464144,25.5,-2.5100000000000016,24.646666666666665,28.986666666666668,-0.09843137254901968,24.86,23.888459312675877,0,0,0
22,63,25.09,8.68,2025-06-02 22:00:00,0,2,1,0,0,0,0,0,0.0,75,78.0,-15.0,75.0,77.83333333333333,-0.1923076923076923,24.86,0.23000000000000043,30.92,34.153333333333336,0.009251810136766014,22.99,-14.309999999999999,19.05666666666666,24.11333333333333,-0.6224445411048282,25.09,12.897909064320135,0,0,0
23,75,41.66,0.0,2025-06-02 23:00:00,0,2,1,0,0,0,0,0,0.0,76,63.0,12.0,72.0,74.16666666666667,0.19047619047619047,25.09,16.569999999999997,30.536666666666665,34.35166666666667,0.6604224790753286,8.68,-8.68,10.556666666666663,17.756666666666664,-1.0,41.66,4.800768007662794e-08,1,0,0
1,84,28.62,22.91,2025-06-03 01:00:00,1,3,1,0,0,0,0,0,0.0,57,74.0,10.0,77.66666666666667,76.33333333333333,0.1351351351351351,33.87,-5.2499999999999964,34.71666666666666,32.818333333333335,-0.15500442869796272,32.39,-9.48,18.433333333333334,18.745,-0.29268292682926833,28.62,25.44863917235321,0,0,0
2,88,46.45,48.1,2025-06-03 02:00:00,1,3,1,0,0,0,0,0,0.0,56,84.0,4.0,82.0,77.0,0.04761904761904767,28.62,17.830000000000002,36.31333333333333,33.425000000000004,0.6229909154437456,22.91,25.19,34.46666666666666,22.511666666666667,1.0,48.1,47.260602376937044,1,0,0
3,87,26.22,25.84,2025-06-03 03:00:00,1,3,1,0,0,0,0,0,0.0,55,88.0,-1.0,86.33333333333333,78.5,-0.011363636363636354,46.45,-20.230000000000004,33.76333333333333,33.651666666666664,-0.4355220667384285,48.1,-22.26,32.28333333333333,22.986666666666665,-0.46278586278586276,26.22,26.02861267712999,0,0,0
4,94,34.11,24.11,2025-06-03 04:00:00,1,3,1,0,0,0,0,0,0.0,54,87.0,7.0,89.66666666666667,83.66666666666667,0.08045977011494254,26.22,7.890000000000001,35.593333333333334,35.155,0.3009153318077804,25.84,-1.7300000000000004,32.68333333333333,25.558333333333334,-0.06695046439628483,34.11,28.251188144088143,1,0,0
5,80,44.81,41.99,2025-06-03 05:00:00,1,3,1,0,0,0,0,0,0.0,53,94.0,-14.0,87.0,84.5,-0.14893617021276595,34.11,10.700000000000003,35.04666666666667,35.68,0.3136909997068309,24.11,17.880000000000003,30.64666666666666,32.556666666666665,0.741600995437578,44.81,43.354190767808866,0,0,0
6,75,19.72,23.21,2025-06-03 06:00:00,1,3,1,0,0,0,0,0,0.0,52,80.0,-5.0,83.0,84.66666666666667,-0.0625,44.81,-25.090000000000003,32.88,33.321666666666665,-0.5599196607900023,41.99,-18.78,29.769999999999992,31.026666666666667,-0.4472493450821624,23.21,21.323139545233182,0,0,0
7,80,33.54,36.66,2025-06-03 07:00:00,1,3,1,0,0,0,0,0,0.0,51,75.0,5.0,78.33333333333333,84.0,0.06666666666666665,19.72,13.82,32.69,34.14166666666667,0.7008113590263692,23.21,13.449999999999996,33.953333333333326,33.318333333333335,0.5794915984489442,36.66,35.03066619614437,1,0,0
8,74,22.29,26.02,2025-06-03 08:00:00,1,3,1,0,0,0,0,0,0.0,50,80.0,-6.0,76.33333333333333,81.66666666666667,-0.07499999999999996,33.54,-11.25,25.183333333333334,30.115000000000006,-0.3354203935599285,36.66,-10.639999999999997,28.629999999999995,29.638333333333335,-0.2902345881069285,26.02,24.01100347731311,0,0,0
9,73,24.45,21.15,2025-06-03 09:00:00,1,3,1,1,0,0,0,0,0.0,49,74.0,-1.0,75.66666666666667,79.33333333333333,-0.013513513513513487,22.29,2.16,26.76,29.820000000000004,0.09690444145356669,26.02,-4.870000000000001,27.943333333333328,28.85666666666667,-0.1871637202152191,24.45,22.680591651741413,0,0,0
10,68,24.36,25.58,2025-06-03 10:00:00,1,3,1,1,0,0,0,0,0.0,48,73.0,-5.0,71.66666666666667,75.0,-0.06849315068493156,24.45,-0.08999999999999986,23.7,28.195000000000004,-0.0036809815950920033,21.15,4.43,24.249999999999996,29.101666666666663,0.20945626477541368,25.58,24.95509765808775,0,0,0
11,97,39.99,47.61,2025-06-03 11:00:00,1,3,1,1,0,0,0,0,0.0,49,68.0,29.0,79.33333333333333,77.83333333333333,0.42647058823529416,24.36,15.630000000000003,29.600000000000005,27.39166666666667,0.6416256157635469,25.58,22.03,31.446666666666662,30.038333333333338,0.8612197028928852,47.61,43.46858171839519,1,0,0
12,77,34.98,30.36,2025-06-03 12:00:00,1,3,1,1,0,0,0,0,0.0,48,97.0,-20.0,80.66666666666667,78.16666666666667,-0.20618556701030932,39.99,-5.010000000000005,33.11,29.935000000000002,-0.12528132033008266,47.61,-17.25,34.51666666666666,31.23,-0.3623188405797102,34.98,32.506666199775545,0,0,0
13,69,30.89,24.4,2025-06-03 13:00:00,1,3,1,1,0,0,0,0,0.0,49,77.0,-8.0,81.0,76.33333333333333,-0.10389610389610393,34.98,-4.089999999999996,35.28666666666667,29.493333333333336,-0.11692395654659793,30.36,-5.960000000000001,34.12333333333333,29.186666666666667,-0.19631093544137024,30.89,27.264097933367736,0,0,0
14,71,30.52,26.79,2025-06-03 14:00:00,1,3,1,1,0,0,0,0,0.0,48,69.0,2.0,72.33333333333333,75.83333333333333,0.02898550724637672,30.89,-0.370000000000001,32.13,30.865000000000006,-0.01197798640336678,24.4,2.3900000000000006,27.183333333333326,29.314999999999998,0.09795081967213126,30.52,28.53361670679433,1,0,0
15,95,25.6,30.0,2025-06-03 15:00:00,1,3,1,1,0,0,0,0,0.0,49,71.0,24.0,78.33333333333333,79.5,0.3380281690140845,30.52,-4.919999999999998,29.003333333333334,31.05666666666667,-0.1612057667103538,26.79,3.210000000000001,27.06333333333333,30.789999999999996,0.11982082866741317,30.0,27.625898819678078,0,0,0
16,78,51.09,38.42,2025-06-03 16:00:00,1,3,1,1,0,0,0,0,0.0,48,95.0,-17.0,81.33333333333333,81.16666666666667,-0.17894736842105263,25.6,25.490000000000002,35.73666666666667,35.51166666666667,0.9957031250000001,30.0,8.420000000000002,31.73666666666666,32.93,0.2806666666666666,51.09,43.8582902261391,0,0,0
17,74,48.15,31.2,2025-06-03 17:00:00,1,3,1,1,0,0,0,0,0.0,49,78.0,-4.0,82.33333333333333,77.33333333333333,-0.05128205128205132,51.09,-2.940000000000005,41.61333333333334,36.87166666666667,-0.05754550792718738,38.42,-7.220000000000002,33.20666666666666,30.194999999999997,-0.18792295679333682,48.15,37.864649831573416,0,0,0
18,84,46.64,17.71,2025-06-03 18:00:00,1,3,1,1,0,0,0,0,0.0,48,74.0,10.0,78.66666666666667,78.5,0.1351351351351351,48.15,-1.509999999999998,48.626666666666665,38.815000000000005,-0.03136033229491164,31.2,-13.489999999999998,29.109999999999996,28.08666666666667,-0.4323717948717948,46.64,25.67193125606945,0,0,0
19,68,30.01,24.76,2025-06-03 19:00:00,1,3,1,1,0,0,0,0,0.0,48,84.0,-16.0,75.33333333333333,78.33333333333333,-0.19047619047619047,46.64,-16.63,41.6,38.66833333333334,-0.35656089193825036,17.71,7.050000000000001,24.55666666666666,28.146666666666665,0.3980801806888763,30.01,27.133379128475827,0,0,0
20,72,33.39,6.53,2025-06-03 20:00:00,1,3,1,0,0,0,0,0,0.0,49,68.0,4.0,74.66666666666667,78.5,0.05882352941176472,30.01,3.379999999999999,36.68,39.14666666666667,0.11262912362545818,24.76,-18.23,16.33333333333333,24.77,-0.7362681744749596,33.39,10.923682141190328,0,0,0
21,76,27.87,23.93,2025-06-03 21:00:00,1,3,1,0,0,0,0,0,0.0,50,72.0,4.0,72.0,75.33333333333333,0.05555555555555558,33.39,-5.52,30.423333333333332,39.525,-0.16531895777178796,6.53,17.4,18.406666666666663,23.758333333333336,1.0,27.87,25.75015784266105,0,0,0
22,67,10.94,21.63,2025-06-03 22:00:00,1,3,1,0,0,0,0,0,0.0,51,76.0,-9.0,71.66666666666667,73.5,-0.11842105263157898,27.87,-16.93,24.066666666666663,32.833333333333336,-0.6074632221026193,23.93,-2.3000000000000007,17.36333333333333,20.96,-0.0961136648558295,21.63,14.530684294421729,0,0,0
23,73,30.02,21.63,2025-06-03 23:00:00,1,3,1,0,0,0,0,0,0.0,52,67.0,6.0,72.0,73.33333333333333,0.08955223880597019,10.94,19.08,22.943333333333328,29.811666666666667,1.0,21.63,0.0,22.39666666666666,19.365,0.0,30.02,25.14356586362893,1,0,0
0,77,41.41,28.49,2025-06-04 00:00:00,2,4,1,0,0,0,0,0,0.0,34,73.0,4.0,72.33333333333333,72.16666666666667,0.0547945205479452,30.02,11.389999999999997,27.45666666666666,28.939999999999998,0.3794137241838773,21.63,6.859999999999999,23.91666666666666,21.161666666666665,0.31715210355987056,41.41,33.75596234970011,0,0,0
1,76,37.14,34.15,2025-06-04 01:00:00,2,4,1,0,0,0,0,0,0.0,33,77.0,-1.0,75.33333333333333,73.5,-0.012987012987012991,41.41,-4.269999999999996,36.19,30.128333333333334,-0.10311518956773713,28.49,5.66,28.089999999999993,22.72666666666667,0.1986661986661986,37.14,35.58229718638944,0,0,0
2,73,29.61,29.49,2025-06-04 02:00:00,2,4,1,0,0,0,0,0,0.0,32,76.0,-3.0,75.33333333333333,73.66666666666667,-0.03947368421052633,37.14,-7.530000000000001,36.053333333333335,29.498333333333335,-0.2027463651050081,34.15,-4.66,30.709999999999994,26.55333333333333,-0.13645680819912154,29.61,29.549877706431854,0,0,0
3,86,34.51,27.9,2025-06-04 03:00:00,2,4,1,0,0,0,0,0,0.0,31,73.0,13.0,78.33333333333333,75.33333333333333,0.17808219178082196,29.61,4.899999999999999,33.75333333333333,30.605000000000004,0.16548463356973997,29.49,-1.5899999999999999,30.513333333333325,27.215,-0.05391658189216686,34.51,30.85495867881816,1,0,0
4,78,34.62,36.42,2025-06-04 04:00:00,2,4,1,0,0,0,0,0,0.0,30,86.0,-8.0,79.0,77.16666666666667,-0.09302325581395354,34.51,0.10999999999999943,32.91333333333333,34.55166666666667,0.0031874818893073975,27.9,8.520000000000003,31.269999999999992,29.679999999999996,0.30537634408602155,36.42,35.49719547442012,0,0,0
5,91,43.04,40.38,2025-06-04 05:00:00,2,4,1,0,0,0,0,0,0.0,29,78.0,13.0,85.0,80.16666666666667,0.16666666666666674,34.62,8.420000000000002,37.38999999999999,36.72166666666667,0.24321201617562105,36.42,3.960000000000001,34.9,32.805,0.10873146622734753,43.04,41.66759003035735,0,0,0
6,63,41.26,21.96,2025-06-04 06:00:00,2,4,1,0,0,0,0,0,0.0,28,91.0,-28.0,77.33333333333333,77.83333333333333,-0.3076923076923077,43.04,-1.7800000000000011,39.63999999999999,36.696666666666665,-0.04135687732342008,40.38,-18.42,32.919999999999995,31.71666666666667,-0.45616641901931654,41.26,28.66401729414715,0,0,0
7,86,48.85,30.75,2025-06-04 07:00:00,2,4,1,0,0,0,0,0,0.0,27,63.0,23.0,80.0,79.5,0.3650793650793651,41.26,7.590000000000003,44.383333333333326,38.64833333333333,0.18395540475036354,21.96,8.79,31.02999999999999,31.150000000000006,0.4002732240437159,48.85,37.74214779218408,1,0,0
8,84,38.77,31.08,2025-06-04 08:00:00,2,4,1,0,0,0,0,0,0.0,26,86.0,-2.0,77.66666666666667,81.33333333333333,-0.023255813953488413,48.85,-10.079999999999998,42.96,40.175000000000004,-0.2063459570112589,30.75,0.3299999999999983,27.92999999999999,31.415000000000003,0.01073170731707318,38.77,34.50169173225925,0,0,0
9,73,24.9,27.18,2025-06-04 09:00:00,2,4,1,1,0,0,0,0,0.0,25,84.0,-11.0,81.0,79.16666666666667,-0.13095238095238093,38.77,-13.870000000000005,37.50666666666667,38.57333333333334,-0.35775083827701837,31.08,-3.8999999999999986,29.669999999999987,31.295,-0.12548262548262545,27.18,25.990091705259374,0,0,0
10,88,28.73,18.11,2025-06-04 10:00:00,2,4,1,1,0,0,0,0,0.0,24,73.0,15.0,81.66666666666667,80.83333333333333,0.20547945205479445,24.9,3.830000000000002,30.799999999999997,37.59166666666667,0.15381526104417675,27.18,-9.07,25.45666666666666,28.243333333333336,-0.33370125091979397,28.73,22.216067032107876,0,0,0
11,89,32.53,43.39,2025-06-04 11:00:00,2,4,1,1,0,0,0,0,0.0,25,88.0,1.0,83.33333333333333,80.5,0.011363636363636465,28.73,3.8000000000000007,28.72,35.84,0.1322659241211277,18.11,25.28,29.55999999999999,28.745,1.0,43.39,37.183263498639846,0,0,0
12,64,39.01,15.9,2025-06-04 12:00:00,2,4,1,1,0,0,0,0,0.0,24,89.0,-25.0,80.33333333333333,80.66666666666667,-0.2808988764044944,32.53,6.479999999999997,33.423333333333325,35.465,0.19920073778051028,43.39,-27.490000000000002,25.799999999999994,27.735,-0.6335561189214105,39.01,22.59184081967145,0,0,0
