Datetime,Hour,Weekday,WeekOfMonth,Is_Business_Hours,Active_Users,CPU_Usage (%),Memory_Usage (%),Has_Event,Event_Payroll,Event_Tax,Event_EoM,Event_Risk_Score,Event_Day_Proximity_Hours,Saturation_Max,Active_Users_Lag1,CPU_Usage (%)_Lag1,Memory_Usage (%)_Lag1,Active_Users_Trend1,CPU_Usage (%)_Trend1,Memory_Usage (%)_Trend1,Active_Users_MA3,CPU_Usage (%)_MA3,Memory_Usage (%)_MA3,Scaling_Action,Scaling_Next_1h
2025-06-03 13:00:00,13,1,1,1,69,30.89,24.4,0,0,0,0,0.0,49,30.89,77.0,34.98,30.36,-8.0,-4.089999999999996,-5.960000000000001,81.0,35.28666666666667,34.12333333333333,0,0
2025-06-03 14:00:00,14,1,1,1,71,30.52,26.79,0,0,0,0,0.0,48,30.52,69.0,30.89,24.4,2.0,-0.370000000000001,2.3900000000000006,72.33333333333333,32.13,27.183333333333326,0,0
2025-06-03 15:00:00,15,1,1,1,95,25.6,30.0,0,0,0,0,0.0,49,30.0,71.0,30.52,26.79,24.0,-4.919999999999998,3.210000000000001,78.33333333333333,29.003333333333334,27.06333333333333,0,0
2025-06-03 16:00:00,16,1,1,1,78,51.09,38.42,0,0,0,0,0.0,48,51.09,95.0,25.6,30.0,-17.0,25.490000000000002,8.420000000000002,81.33333333333333,35.73666666666667,31.73666666666666,0,0
2025-06-03 17:00:00,17,1,1,1,74,48.15,31.2,0,0,0,0,0.0,49,48.15,78.0,51.09,38.42,-4.0,-2.940000000000005,-7.220000000000002,82.33333333333333,41.61333333333334,33.20666666666666,0,0
2025-06-03 18:00:00,18,1,1,1,84,46.64,17.71,0,0,0,0,0.0,48,46.64,74.0,48.15,31.2,10.0,-1.509999999999998,-13.489999999999998,78.66666666666667,48.626666666666665,29.109999999999996,0,0
2025-06-03 19:00:00,19,1,1,1,68,30.01,24.76,0,0,0,0,0.0,48,30.01,84.0,46.64,17.71,-16.0,-16.63,7.050000000000001,75.33333333333333,41.6,24.55666666666666,0,0
2025-06-03 20:00:00,20,1,1,0,72,33.39,6.53,0,0,0,0,0.0,49,33.39,68.0,30.01,24.76,4.0,3.379999999999999,-18.23,74.66666666666667,36.68,16.33333333333333,0,0
2025-06-03 21:00:00,21,1,1,0,76,27.87,23.93,0,0,0,0,0.0,50,27.87,72.0,33.39,6.53,4.0,-5.52,17.4,72.0,30.423333333333332,18.406666666666663,0,0
2025-06-03 22:00:00,22,1,1,0,67,10.94,21.63,0,0,0,0,0.0,51,21.63,76.0,27.87,23.93,-9.0,-16.93,-2.3000000000000007,71.66666666666667,24.066666666666663,17.36333333333333,0,0
2025-06-03 23:00:00,23,1,1,0,73,30.02,21.63,0,0,0,0,0.0,52,30.02,67.0,10.94,21.63,6.0,19.08,0.0,72.0,22.943333333333328,22.39666666666666,0,0
2025-06-04 00:00:00,0,2,1,0,77,41.41,28.49,0,0,0,0,0.0,34,41.41,73.0,30.02,21.63,4.0,11.389999999999997,6.859999999999999,72.33333333333333,27.45666666666666,23.91666666666666,0,0
2025-06-04 01:00:00,1,2,1,0,76,37.14,34.15,0,0,0,0,0.0,33,37.14,77.0,41.41,28.49,-1.0,-4.269999999999996,5.66,75.33333333333333,36.19,28.089999999999993,0,0
2025-06-04 02:00:00,2,2,1,0,73,29.61,29.49,0,0,0,0,0.0,32,29.61,76.0,37.14,34.15,-3.0,-7.530000000000001,-4.66,75.33333333333333,36.053333333333335,30.709999999999994,0,0
2025-06-04 03:00:00,3,2,1,0,86,34.51,27.9,0,0,0,0,0.0,31,34.51,73.0,29.61,29.49,13.0,4.899999999999999,-1.5899999999999999,78.33333333333333,33.75333333333333,30.513333333333325,0,0
2025-06-04 04:00:00,4,2,1,0,78,34.62,36.42,0,0,0,0,0.0,30,36.42,86.0,34.51,27.9,-8.0,0.10999999999999943,8.520000000000003,79.0,32.91333333333333,31.269999999999992,0,0
2025-06-04 05:00:00,5,2,1,0,91,43.04,40.38,0,0,0,0,0.0,29,43.04,78.0,34.62,36.42,13.0,8.420000000000002,3.960000000000001,85.0,37.38999999999999,34.9,0,0
2025-06-04 06:00:00,6,2,1,0,63,41.26,21.96,0,0,0,0,0.0,28,41.26,91.0,43.04,40.38,-28.0,-1.7800000000000011,-18.42,77.33333333333333,39.63999999999999,32.919999999999995,0,0
2025-06-04 07:00:00,7,2,1,0,86,48.85,30.75,0,0,0,0,0.0,27,48.85,63.0,41.26,21.96,23.0,7.590000000000003,8.79,80.0,44.383333333333326,31.02999999999999,0,0
2025-06-04 08:00:00,8,2,1,0,84,38.77,31.08,0,0,0,0,0.0,26,38.77,86.0,48.85,30.75,-2.0,-10.079999999999998,0.3299999999999983,77.66666666666667,42.96,27.92999999999999,0,0
2025-06-04 09:00:00,9,2,1,1,73,24.9,27.18,0,0,0,0,0.0,25,27.18,84.0,38.77,31.08,-11.0,-13.870000000000005,-3.8999999999999986,81.0,37.50666666666667,29.669999999999987,0,0
2025-06-04 10:00:00,10,2,1,1,88,28.73,18.11,0,0,0,0,0.0,24,28.73,73.0,24.9,27.18,15.0,3.830000000000002,-9.07,81.66666666666667,30.799999999999997,25.45666666666666,0,0
2025-06-04 11:00:00,11,2,1,1,89,32.53,43.39,0,0,0,0,0.0,25,43.39,88.0,28.73,18.11,1.0,3.8000000000000007,25.28,83.33333333333333,28.72,29.55999999999999,0,0
2025-06-04 12:00:00,12,2,1,1,64,39.01,15.9,0,0,0,0,0.0,24,39.01,89.0,32.53,43.39,-25.0,6.479999999999997,-27.490000000000002,80.33333333333333,33.423333333333325,25.799999999999994,0,0
2025-06-04 13:00:00,13,2,1,1,66,33.77,26.35,0,0,0,0,0.0,25,33.77,64.0,39.01,15.9,2.0,-5.239999999999995,10.450000000000001,73.0,35.10333333333333,28.546666666666656,0,0
2025-06-04 14:00:00,14,2,1,1,90,28.78,30.8,0,0,0,0,0.0,24,30.8,66.0,33.77,26.35,24.0,-4.990000000000002,4.449999999999999,73.33333333333333,33.85333333333333,24.34999999999999,0,0
2025-06-04 15:00:00,15,2,1,1,76,25.81,26.06,0,0,0,0,0.0,25,26.06,90.0,28.78,30.8,-14.0,-2.9700000000000024,-4.740000000000002,77.33333333333333,29.45333333333333,27.73666666666666,0,0
2025-06-04 16:00:00,16,2,1,1,84,42.78,28.77,0,0,0,0,0.0,24,42.78,76.0,25.81,26.06,8.0,16.970000000000002,2.710000000000001,83.33333333333333,32.456666666666656,28.543333333333322,0,0
2025-06-04 17:00:00,17,2,1,1,74,32.52,19.45,0,0,0,0,0.0,25,32.52,84.0,42.78,28.77,-10.0,-10.259999999999998,-9.32,78.0,33.703333333333326,24.75999999999999,0,0
2025-06-04 18:00:00,18,2,1,1,83,46.27,32.58,0,0,0,0,0.0,24,46.27,74.0,32.52,19.45,9.0,13.75,13.129999999999999,80.33333333333333,40.52333333333333,26.933333333333323,0,0
2025-06-04 19:00:00,19,2,1,1,101,38.05,26.0,0,0,0,0,0.0,24,38.05,83.0,46.27,32.58,18.0,-8.220000000000006,-6.579999999999998,86.0,38.94666666666666,26.00999999999999,0,0
2025-06-04 20:00:00,20,2,1,0,92,44.05,37.53,0,0,0,0,0.0,25,44.05,101.0,38.05,26.0,-9.0,6.0,11.530000000000001,92.0,42.78999999999999,32.036666666666655,0,0
2025-06-04 21:00:00,21,2,1,0,66,16.38,37.72,0,0,0,0,0.0,26,37.72,92.0,44.05,37.53,-26.0,-27.669999999999998,0.18999999999999773,86.33333333333333,32.82666666666666,33.74999999999999,0,0
2025-06-04 22:00:00,22,2,1,0,87,33.44,31.84,0,0,0,0,0.0,27,33.44,66.0,16.38,37.72,21.0,17.06,-5.879999999999999,81.66666666666667,31.289999999999992,35.69666666666666,0,0
2025-06-04 23:00:00,23,2,1,0,79,23.18,42.68,0,0,0,0,0.0,28,42.68,87.0,33.44,31.84,-8.0,-10.259999999999998,10.84,77.33333333333333,24.333333333333325,37.41333333333332,0,0
2025-06-05 00:00:00,0,3,1,0,85,28.82,32.25,0,0,0,0,0.0,10,32.25,79.0,23.18,42.68,6.0,5.640000000000001,-10.43,83.66666666666667,28.479999999999993,35.58999999999999,0,0
2025-06-05 01:00:00,1,3,1,0,75,23.08,40.25,0,0,0,0,0.0,9,40.25,85.0,28.82,32.25,-10.0,-5.740000000000002,8.0,79.66666666666667,25.02666666666666,38.393333333333324,0,0
2025-06-05 02:00:00,2,3,1,0,91,38.14,35.94,0,0,0,0,0.0,8,38.14,75.0,23.08,40.25,16.0,15.060000000000002,-4.310000000000002,83.66666666666667,30.013333333333332,36.146666666666654,0,0
2025-06-05 03:00:00,3,3,1,0,72,52.75,28.06,0,0,0,0,0.0,7,52.75,91.0,38.14,35.94,-19.0,14.61,-7.879999999999999,79.33333333333333,37.989999999999995,34.74999999999999,0,0
2025-06-05 04:00:00,4,3,1,0,74,22.98,23.71,0,0,0,0,0.0,6,23.71,72.0,52.75,28.06,2.0,-29.77,-4.349999999999998,79.0,37.95666666666666,29.236666666666654,0,0
2025-06-05 05:00:00,5,3,1,0,58,27.81,27.46,0,0,0,0,0.0,5,27.81,74.0,22.98,23.71,-16.0,4.829999999999998,3.75,68.0,34.51333333333333,26.409999999999993,0,0
2025-06-05 06:00:00,6,3,1,0,87,29.22,30.97,0,0,0,0,0.0,4,30.97,58.0,27.81,27.46,29.0,1.4100000000000001,3.509999999999998,73.0,26.669999999999998,27.379999999999992,0,0
2025-06-05 07:00:00,7,3,1,0,75,52.14,34.17,0,0,0,0,0.0,3,52.14,87.0,29.22,30.97,-12.0,22.92,3.200000000000003,73.33333333333333,36.38999999999999,30.86666666666666,0,0
2025-06-05 08:00:00,8,3,1,0,84,32.22,31.18,0,0,0,0,0.0,2,32.22,75.0,52.14,34.17,9.0,-19.92,-2.990000000000002,82.0,37.85999999999999,32.106666666666655,0,0
2025-06-05 09:00:00,9,3,1,1,74,32.72,17.77,0,0,0,0,0.0,1,32.72,84.0,32.22,31.18,-10.0,0.5,-13.41,77.66666666666667,39.026666666666664,27.70666666666666,0,1
2025-06-05 10:00:00,10,3,1,1,263,100.0,81.04,1,1,0,0,0.9,0,100.0,74.0,32.72,17.77,189.0,67.28,63.27000000000001,140.33333333333334,54.98,43.32999999999999,1,0
2025-06-05 11:00:00,11,3,1,1,178,59.04,77.15,1,1,0,0,0.9,1,77.15,263.0,100.0,81.04,-85.0,-40.96,-3.8900000000000006,171.66666666666666,63.919999999999995,58.65333333333333,0,1
2025-06-05 12:00:00,12,3,1,1,237,90.28,87.57,1,1,0,0,0.9,0,90.28,178.0,59.04,77.15,59.0,31.240000000000002,10.419999999999987,226.0,83.10666666666667,81.92,1,0
2025-06-05 13:00:00,13,3,1,1,65,31.42,10.94,0,0,0,0,0.0,1,31.42,237.0,90.28,87.57,-172.0,-58.86,-76.63,160.0,60.24666666666667,58.55333333333332,0,0
2025-06-05 14:00:00,14,3,1,1,175,74.79,65.21,1,0,0,1,0.7,0,74.79,65.0,31.42,10.94,110.0,43.370000000000005,54.269999999999996,159.0,65.49666666666667,54.57333333333332,0,0
2025-06-05 15:00:00,15,3,1,1,176,66.08,62.93,1,0,0,1,0.7,1,66.08,175.0,74.79,65.21,1.0,-8.710000000000008,-2.279999999999994,138.66666666666666,57.43000000000001,46.359999999999985,0,1
2025-06-05 16:00:00,16,3,1,1,255,96.33,87.87,1,0,0,1,0.7,0,96.33,176.0,66.08,62.93,79.0,30.25,24.940000000000005,202.0,79.06666666666666,72.00333333333332,1,0
2025-06-05 17:00:00,17,3,1,1,89,42.31,43.1,0,0,0,0,0.0,1,43.1,255.0,96.33,87.87,-166.0,-54.019999999999996,-44.77,173.33333333333334,68.24,64.63333333333331,0,1
2025-06-05 18:00:00,18,3,1,1,252,93.86,86.98,1,0,1,0,0.8,0,93.86,89.0,42.31,43.1,163.0,51.55,43.88,198.66666666666666,77.5,72.64999999999999,1,1
2025-06-05 19:00:00,19,3,1,1,225,100.0,87.92,1,0,1,0,0.8,0,100.0,252.0,93.86,86.98,-27.0,6.140000000000001,0.9399999999999977,188.66666666666666,78.72333333333334,72.66666666666667,1,0
2025-06-05 20:00:00,20,3,1,0,86,42.78,28.01,0,0,0,0,0.0,1,42.78,225.0,100.0,87.92,-139.0,-57.22,-59.91,187.66666666666666,78.88,67.63666666666667,0,0
2025-06-05 21:00:00,21,3,1,0,90,46.96,38.7,0,0,0,0,0.0,2,46.96,86.0,42.78,28.01,4.0,4.18,10.690000000000001,133.66666666666666,63.24666666666666,51.54333333333333,0,0
2025-06-05 22:00:00,22,3,1,0,78,31.16,3.75,0,0,0,0,0.0,3,31.16,90.0,46.96,38.7,-12.0,-15.8,-34.95,84.66666666666667,40.300000000000004,23.48666666666666,0,0
2025-06-05 23:00:00,23,3,1,0,83,31.84,26.36,0,0,0,0,0.0,4,31.84,78.0,31.16,3.75,5.0,0.6799999999999997,22.61,83.66666666666667,36.653333333333336,22.936666666666657,0,0
2025-06-06 00:00:00,0,4,1,0,89,27.97,35.4,0,0,0,0,0.0,106,35.4,83.0,31.84,26.36,6.0,-3.870000000000001,9.04,83.33333333333333,30.323333333333334,21.836666666666655,0,0
2025-06-06 01:00:00,1,4,1,0,86,42.28,33.49,0,0,0,0,0.0,105,42.28,89.0,27.97,35.4,-3.0,14.310000000000002,-1.9099999999999966,86.0,34.03,31.74999999999999,0,0
2025-06-06 02:00:00,2,4,1,0,90,19.02,26.24,0,0,0,0,0.0,104,26.24,86.0,42.28,33.49,4.0,-23.26,-7.2500000000000036,88.33333333333333,29.756666666666664,31.70999999999999,0,0
2025-06-06 03:00:00,3,4,1,0,89,35.16,36.76,0,0,0,0,0.0,103,36.76,90.0,19.02,26.24,-1.0,16.139999999999997,10.52,88.33333333333333,32.15333333333333,32.16333333333333,0,0
2025-06-06 04:00:00,4,4,1,0,99,34.59,18.22,0,0,0,0,0.0,102,34.59,89.0,35.16,36.76,10.0,-0.5699999999999932,-18.54,92.66666666666667,29.59,27.073333333333323,0,0
2025-06-06 05:00:00,5,4,1,0,83,27.06,14.77,0,0,0,0,0.0,101,27.06,99.0,34.59,18.22,-16.0,-7.530000000000005,-3.4499999999999993,90.33333333333333,32.27,23.24999999999999,0,0
2025-06-06 06:00:00,6,4,1,0,92,28.48,30.07,0,0,0,0,0.0,100,30.07,83.0,27.06,14.77,9.0,1.4200000000000017,15.3,91.33333333333333,30.043333333333333,21.019999999999992,0,0
2025-06-06 07:00:00,7,4,1,0,87,46.8,37.76,0,0,0,0,0.0,99,46.8,92.0,28.48,30.07,-5.0,18.319999999999997,7.689999999999998,87.33333333333333,34.11333333333334,27.53333333333332,0,0
2025-06-06 08:00:00,8,4,1,0,75,26.81,24.58,0,0,0,0,0.0,98,26.81,87.0,46.8,37.76,-12.0,-19.99,-13.18,84.66666666666667,34.029999999999994,30.803333333333324,0,0
2025-06-06 09:00:00,9,4,1,1,88,40.95,29.22,0,0,0,0,0.0,97,40.95,75.0,26.81,24.58,13.0,14.140000000000004,4.640000000000001,83.33333333333333,38.18666666666666,30.519999999999985,0,0
2025-06-06 10:00:00,10,4,1,1,87,50.39,31.85,0,0,0,0,0.0,96,50.39,88.0,40.95,29.22,-1.0,9.439999999999998,2.6300000000000026,83.33333333333333,39.38333333333333,28.549999999999994,0,0
2025-06-06 11:00:00,11,4,1,1,68,33.48,31.79,0,0,0,0,0.0,97,33.48,87.0,50.39,31.85,-19.0,-16.910000000000004,-0.060000000000002274,81.0,41.60666666666666,30.953333333333322,0,0
2025-06-06 12:00:00,12,4,1,1,91,40.33,33.3,0,0,0,0,0.0,96,40.33,68.0,33.48,31.79,23.0,6.850000000000001,1.509999999999998,82.0,41.4,32.313333333333325,0,0
