Datetime,Hour,Weekday,WeekOfMonth,Is_Business_Hours,Active_Users,CPU_Usage (%),Memory_Usage (%),Has_Event,Event_Payroll,Event_Tax,Event_EoM,Event_Risk_Score,Event_Day_Proximity_Hours,Saturation_Max,Active_Users_Lag1,CPU_Usage (%)_Lag1,Memory_Usage (%)_Lag1,Active_Users_Trend1,CPU_Usage (%)_Trend1,Memory_Usage (%)_Trend1,Active_Users_MA3,CPU_Usage (%)_MA3,Memory_Usage (%)_MA3,Scaling_Action,Scaling_Next_1h
13-06-2025 18:00,18,4,2,1,86,22.25,32.79,0,0,0,0,0,48,32.79,84,34.69,23.21,2,-12.44,9.58,86,27.14666667,25.97666667,0,0
13-06-2025 19:00,19,4,2,1,73,25.59,15.75,0,0,0,0,0,48,25.59,86,22.25,32.79,-13,3.34,-17.04,81,27.51,23.91666667,0,0
13-06-2025 20:00,20,4,2,0,104,39.83,45.59,0,0,0,0,0,49,45.59,73,25.59,15.75,31,14.24,29.84,87.66666667,29.22333333,31.37666667,0,0
13-06-2025 21:00,21,4,2,0,85,34.32,31.07,0,0,0,0,0,50,34.32,104,39.83,45.59,-19,-5.51,-14.52,87.33333333,33.24666667,30.80333333,0,0
13-06-2025 22:00,22,4,2,0,80,22.02,27.9,0,0,0,0,0,51,27.9,85,34.32,31.07,-5,-12.3,-3.17,89.66666667,32.05666667,34.85333333,0,0
13-06-2025 23:00,23,4,2,0,82,35.55,22.22,0,0,0,0,0,52,35.55,80,22.02,27.9,2,13.53,-5.68,82.33333333,30.63,27.06333333,0,0
14-06-2025 00:00,0,5,2,0,65,24.62,16.05,0,0,0,0,0,34,24.62,82,35.55,22.22,-17,-10.93,-6.17,75.66666667,27.39666667,22.05666667,0,0
14-06-2025 01:00,1,5,2,0,80,26.03,32.48,0,0,0,0,0,33,32.48,65,24.62,16.05,15,1.41,16.43,75.66666667,28.73333333,23.58333333,0,0
14-06-2025 02:00,2,5,2,0,86,45.67,32.09,0,0,0,0,0,32,45.67,80,26.03,32.48,6,19.64,-0.39,77,32.10666667,26.87333333,0,0
14-06-2025 03:00,3,5,2,0,84,36.58,19.32,0,0,0,0,0,31,36.58,86,45.67,32.09,-2,-9.09,-12.77,83.33333333,36.09333333,27.96333333,0,0
14-06-2025 04:00,4,5,2,0,83,49.76,23.83,0,0,0,0,0,30,49.76,84,36.58,19.32,-1,13.18,4.51,84.33333333,44.00333333,25.08,0,0
14-06-2025 05:00,5,5,2,0,85,31.8,33.74,0,0,0,0,0,29,33.74,83,49.76,23.83,2,-17.96,9.91,84,39.38,25.63,0,0
14-06-2025 06:00,6,5,2,0,79,60.41,36.26,0,0,0,0,0,28,60.41,85,31.8,33.74,-6,28.61,2.52,82.33333333,47.32333333,31.27666667,0,0
14-06-2025 07:00,7,5,2,0,81,26.79,21.47,0,0,0,0,0,27,26.79,79,60.41,36.26,2,-33.62,-14.79,81.66666667,39.66666667,30.49,0,0
14-06-2025 08:00,8,5,2,0,87,55.97,27.88,0,0,0,0,0,26,55.97,81,26.79,21.47,6,29.18,6.41,82.33333333,47.72333333,28.53666667,0,0
14-06-2025 09:00,9,5,2,1,89,28.31,33.45,0,0,0,0,0,25,33.45,87,55.97,27.88,2,-27.66,5.57,85.66666667,37.02333333,27.6,0,0
14-06-2025 10:00,10,5,2,1,92,44.64,33.75,0,0,0,0,0,24,44.64,89,28.31,33.45,3,16.33,0.3,89.33333333,42.97333333,31.69333333,0,0
14-06-2025 11:00,11,5,2,1,77,48.03,30.61,0,0,0,0,0,25,48.03,92,44.64,33.75,-15,3.39,-3.14,86,40.32666667,32.60333333,0,0
14-06-2025 12:00,12,5,2,1,74,41.75,13.59,0,0,0,0,0,24,41.75,77,48.03,30.61,-3,-6.28,-17.02,81,44.80666667,25.98333333,0,0
14-06-2025 13:00,13,5,2,1,83,44.09,22.39,0,0,0,0,0,25,44.09,74,41.75,13.59,9,2.34,8.8,78,44.62333333,22.19666667,0,0
14-06-2025 14:00,14,5,2,1,75,36.87,38.85,0,0,0,0,0,24,38.85,83,44.09,22.39,-8,-7.22,16.46,77.33333333,40.90333333,24.94333333,0,0
14-06-2025 15:00,15,5,2,1,71,21.57,29.57,0,0,0,0,0,25,29.57,75,36.87,38.85,-4,-15.3,-9.28,76.33333333,34.17666667,30.27,0,0
14-06-2025 16:00,16,5,2,1,71,18.1,26.43,0,0,0,0,0,24,26.43,71,21.57,29.57,0,-3.47,-3.14,72.33333333,25.51333333,31.61666667,0,0
14-06-2025 17:00,17,5,2,1,82,37.44,42.69,0,0,0,0,0,25,42.69,71,18.1,26.43,11,19.34,16.26,74.66666667,25.70333333,32.89666667,0,0
14-06-2025 18:00,18,5,2,1,95,41.25,24.41,0,0,0,0,0,24,41.25,82,37.44,42.69,13,3.81,-18.28,82.66666667,32.26333333,31.17666667,0,0
14-06-2025 19:00,19,5,2,1,84,26.28,22.67,0,0,0,0,0,24,26.28,95,41.25,24.41,-11,-14.97,-1.74,87,34.99,29.92333333,0,0
14-06-2025 20:00,20,5,2,0,82,23.66,39.94,0,0,0,0,0,25,39.94,84,26.28,22.67,-2,-2.62,17.27,87,30.39666667,29.00666667,0,0
14-06-2025 21:00,21,5,2,0,55,6.43,37.17,0,0,0,0,0,26,37.17,82,23.66,39.94,-27,-17.23,-2.77,73.66666667,18.79,33.26,0,0
14-06-2025 22:00,22,5,2,0,82,39.54,19,0,0,0,0,0,27,39.54,55,6.43,37.17,27,33.11,-18.17,73,23.21,32.03666667,0,0
14-06-2025 23:00,23,5,2,0,64,18.28,24.25,0,0,0,0,0,28,24.25,82,39.54,19,-18,-21.26,5.25,67,21.41666667,26.80666667,0,0
15-06-2025 00:00,0,6,3,0,77,40.43,21.82,0,0,0,0,0,10,40.43,64,18.28,24.25,13,22.15,-2.43,74.33333333,32.75,21.69,0,0
15-06-2025 01:00,1,6,3,0,83,50.2,15.57,0,0,0,0,0,9,50.2,77,40.43,21.82,6,9.77,-6.25,74.66666667,36.30333333,20.54666667,0,0
15-06-2025 02:00,2,6,3,0,59,30.12,13.54,0,0,0,0,0,8,30.12,83,50.2,15.57,-24,-20.08,-2.03,73,40.25,16.97666667,0,0
15-06-2025 03:00,3,6,3,0,87,27.13,29.71,0,0,0,0,0,7,29.71,59,30.12,13.54,28,-2.99,16.17,76.33333333,35.81666667,19.60666667,0,0
15-06-2025 04:00,4,6,3,0,70,17.76,31.78,0,0,0,0,0,6,31.78,87,27.13,29.71,-17,-9.37,2.07,72,25.00333333,25.01,0,0
15-06-2025 05:00,5,6,3,0,83,29.41,32.53,0,0,0,0,0,5,32.53,70,17.76,31.78,13,11.65,0.75,80,24.76666667,31.34,0,0
15-06-2025 06:00,6,6,3,0,71,23.43,15.41,0,0,0,0,0,4,23.43,83,29.41,32.53,-12,-5.98,-17.12,74.66666667,23.53333333,26.57333333,0,0
15-06-2025 07:00,7,6,3,0,81,35.79,22.58,0,0,0,0,0,3,35.79,71,23.43,15.41,10,12.36,7.17,78.33333333,29.54333333,23.50666667,0,0
15-06-2025 08:00,8,6,3,0,77,31.1,37.84,0,0,0,0,0,2,37.84,81,35.79,22.58,-4,-4.69,15.26,76.33333333,30.10666667,25.27666667,0,0
15-06-2025 09:00,9,6,3,1,79,38.58,37.57,0,0,0,0,0,1,38.58,77,31.1,37.84,2,7.48,-0.27,79,35.15666667,32.66333333,0,1
15-06-2025 10:00,10,6,3,1,260,100,88.42,1,1,0,0,0.9,0,100,79,38.58,37.57,181,61.42,50.85,138.6666667,56.56,54.61,1,1
15-06-2025 11:00,11,6,3,1,271,100,100,1,1,0,0,0.9,1,100,260,100,88.42,11,0,11.58,203.3333333,79.52666667,75.33,1,1
15-06-2025 12:00,12,6,3,1,243,99.99,100,1,1,0,0,0.9,0,100,271,100,100,-28,-0.01,0,258,99.99666667,96.14,1,0
15-06-2025 13:00,13,6,3,1,76,25.89,25.54,0,0,0,0,0,1,25.89,243,99.99,100,-167,-74.1,-74.46,196.6666667,75.29333333,75.18,0,1
15-06-2025 14:00,14,6,3,1,187,85.67,66.84,1,0,0,1,0.7,0,85.67,76,25.89,25.54,111,59.78,41.3,168.6666667,70.51666667,64.12666667,1,0
15-06-2025 15:00,15,6,3,1,210,73.72,69.88,1,0,0,1,0.7,1,73.72,187,85.67,66.84,23,-11.95,3.04,157.6666667,61.76,54.08666667,0,1
15-06-2025 16:00,16,6,3,1,227,90.67,83.81,1,0,0,1,0.7,0,90.67,210,73.72,69.88,17,16.95,13.93,208,83.35333333,73.51,1,0
15-06-2025 17:00,17,6,3,1,74,21.73,17.21,0,0,0,0,0,1,21.73,227,90.67,83.81,-153,-68.94,-66.6,170.3333333,62.04,56.96666667,0,0
15-06-2025 18:00,18,6,3,1,197,81.82,63.07,1,0,1,0,0.8,0,81.82,74,21.73,17.21,123,60.09,45.86,166,64.74,54.69666667,0,1
15-06-2025 19:00,19,6,3,1,261,100,91.52,1,0,1,0,0.8,0,100,197,81.82,63.07,64,18.18,28.45,177.3333333,67.85,57.26666667,1,0
15-06-2025 20:00,20,6,3,0,80,47.44,26.79,0,0,0,0,0,1,47.44,261,100,91.52,-181,-52.56,-64.73,179.3333333,76.42,60.46,0,0
15-06-2025 21:00,21,6,3,0,94,55.67,29.91,0,0,0,0,0,2,55.67,80,47.44,26.79,14,8.23,3.12,145,67.70333333,49.40666667,0,0
15-06-2025 22:00,22,6,3,0,97,50,46.76,0,0,0,0,0,3,50,94,55.67,29.91,3,-5.67,16.85,90.33333333,51.03666667,34.48666667,0,0
15-06-2025 23:00,23,6,3,0,101,39.53,49.32,0,0,0,0,0,4,49.32,97,50,46.76,4,-10.47,2.56,97.33333333,48.4,41.99666667,0,0
16-06-2025 00:00,0,0,3,0,80,42.75,29.76,0,0,0,0,0,106,42.75,101,39.53,49.32,-21,3.22,-19.56,92.66666667,44.09333333,41.94666667,0,0
16-06-2025 01:00,1,0,3,0,81,31.12,34.74,0,0,0,0,0,105,34.74,80,42.75,29.76,1,-11.63,4.98,87.33333333,37.8,37.94,0,0
16-06-2025 02:00,2,0,3,0,75,27.09,21.6,0,0,0,0,0,104,27.09,81,31.12,34.74,-6,-4.03,-13.14,78.66666667,33.65333333,28.7,0,0
16-06-2025 03:00,3,0,3,0,82,35.74,15.09,0,0,0,0,0,103,35.74,75,27.09,21.6,7,8.65,-6.51,79.33333333,31.31666667,23.81,0,0
16-06-2025 04:00,4,0,3,0,89,48.08,32.95,0,0,0,0,0,102,48.08,82,35.74,15.09,7,12.34,17.86,82,36.97,23.21333333,0,0
16-06-2025 05:00,5,0,3,0,79,42.6,23.53,0,0,0,0,0,101,42.6,89,48.08,32.95,-10,-5.48,-9.42,83.33333333,42.14,23.85666667,0,0
16-06-2025 06:00,6,0,3,0,68,29.77,24.63,0,0,0,0,0,100,29.77,79,42.6,23.53,-11,-12.83,1.1,78.66666667,40.15,27.03666667,0,0
16-06-2025 07:00,7,0,3,0,74,46.58,24.97,0,0,0,0,0,99,46.58,68,29.77,24.63,6,16.81,0.34,73.66666667,39.65,24.37666667,0,0
16-06-2025 08:00,8,0,3,0,86,24.43,33.58,0,0,0,0,0,98,33.58,74,46.58,24.97,12,-22.15,8.61,76,33.59333333,27.72666667,0,0
16-06-2025 09:00,9,0,3,1,70,35.09,17.45,0,0,0,0,0,97,35.09,86,24.43,33.58,-16,10.66,-16.13,76.66666667,35.36666667,25.33333333,0,0
16-06-2025 10:00,10,0,3,1,69,32.45,29.6,0,0,0,0,0,96,32.45,70,35.09,17.45,-1,-2.64,12.15,75,30.65666667,26.87666667,0,0
16-06-2025 11:00,11,0,3,1,68,29.91,31.11,0,0,0,0,0,97,31.11,69,32.45,29.6,-1,-2.54,1.51,69,32.48333333,26.05333333,0,0
16-06-2025 12:00,12,0,3,1,84,17.33,30.94,0,0,0,0,0,96,30.94,68,29.91,31.11,16,-12.58,-0.17,73.66666667,26.56333333,30.55,0,0
16-06-2025 13:00,13,0,3,1,86,32.37,18.56,0,0,0,0,0,97,32.37,84,17.33,30.94,2,15.04,-12.38,79.33333333,26.53666667,26.87,0,0
16-06-2025 14:00,14,0,3,1,85,38.11,22.68,0,0,0,0,0,96,38.11,86,32.37,18.56,-1,5.74,4.12,85,29.27,24.06,0,0
16-06-2025 15:00,15,0,3,1,73,23.41,30.88,0,0,0,0,0,97,30.88,85,38.11,22.68,-12,-14.7,8.2,81.33333333,31.29666667,24.04,0,0
16-06-2025 16:00,16,0,3,1,78,38.06,19.84,0,0,0,0,0,96,38.06,73,23.41,30.88,5,14.65,-11.04,78.66666667,33.19333333,24.46666667,0,0
16-06-2025 17:00,17,0,3,1,70,37.87,17.95,0,0,0,0,0,97,37.87,78,38.06,19.84,-8,-0.19,-1.89,73.66666667,33.11333333,22.89,0,0
16-06-2025 18:00,18,0,3,1,80,37.16,39.17,0,0,0,0,0,96,39.17,70,37.87,17.95,10,-0.71,21.22,76,37.69666667,25.65333333,0,0
16-06-2025 19:00,19,0,3,1,70,23.22,10.99,0,0,0,0,0,96,23.22,80,37.16,39.17,-10,-13.94,-28.18,73.33333333,32.75,22.70333333,0,0
16-06-2025 20:00,20,0,3,0,85,17.52,33.86,0,0,0,0,0,97,33.86,70,23.22,10.99,15,-5.7,22.87,78.33333333,25.96666667,28.00666667,0,0
16-06-2025 21:00,21,0,3,0,83,24.4,32.22,0,0,0,0,0,98,32.22,85,17.52,33.86,-2,6.88,-1.64,79.33333333,21.71333333,25.69,0,0
16-06-2025 22:00,22,0,3,0,80,21.82,38.04,0,0,0,0,0,99,38.04,83,24.4,32.22,-3,-2.58,5.82,82.66666667,21.24666667,34.70666667,0,0
16-06-2025 23:00,23,0,3,0,77,23.98,20.66,0,0,0,0,0,100,23.98,80,21.82,38.04,-3,2.16,-17.38,80,23.4,30.30666667,0,0
17-06-2025 00:00,0,1,3,0,66,40.26,34.73,0,0,0,0,0,82,40.26,77,23.98,20.66,-11,16.28,14.07,74.33333333,28.68666667,31.14333333,0,0
17-06-2025 01:00,1,1,3,0,97,41.42,22,0,0,0,0,0,81,41.42,66,40.26,34.73,31,1.16,-12.73,80,35.22,25.79666667,0,0
17-06-2025 02:00,2,1,3,0,81,37.76,17.25,0,0,0,0,0,80,37.76,97,41.42,22,-16,-3.66,-4.75,81.33333333,39.81333333,24.66,0,0
17-06-2025 03:00,3,1,3,0,76,36.34,31.73,0,0,0,0,0,79,36.34,81,37.76,17.25,-5,-1.42,14.48,84.66666667,38.50666667,23.66,0,0
17-06-2025 04:00,4,1,3,0,83,27.16,35.56,0,0,0,0,0,78,35.56,76,36.34,31.73,7,-9.18,3.83,80,33.75333333,28.18,0,0
17-06-2025 05:00,5,1,3,0,79,35.89,31.92,0,0,0,0,0,77,35.89,83,27.16,35.56,-4,8.73,-3.64,79.33333333,33.13,33.07,0,0
17-06-2025 06:00,6,1,3,0,58,17.75,19.95,0,0,0,0,0,76,19.95,79,35.89,31.92,-21,-18.14,-11.97,73.33333333,26.93333333,29.14333333,0,0
17-06-2025 07:00,7,1,3,0,75,17.93,12.26,0,0,0,0,0,75,17.93,58,17.75,19.95,17,0.18,-7.69,70.66666667,23.85666667,21.37666667,0,0
17-06-2025 08:00,8,1,3,0,83,43.61,24.16,0,0,0,0,0,74,43.61,75,17.93,12.26,8,25.68,11.9,72,26.43,18.79,0,0
17-06-2025 09:00,9,1,3,1,86,36.51,32.54,0,0,0,0,0,73,36.51,83,43.61,24.16,3,-7.1,8.38,81.33333333,32.68333333,22.98666667,0,0
17-06-2025 10:00,10,1,3,1,84,33.37,37.36,0,0,0,0,0,72,37.36,86,36.51,32.54,-2,-3.14,4.82,84.33333333,37.83,31.35333333,0,0
17-06-2025 11:00,11,1,3,1,93,10.14,35.57,0,0,0,0,0,73,35.57,84,33.37,37.36,9,-23.23,-1.79,87.66666667,26.67333333,35.15666667,0,0
17-06-2025 12:00,12,1,3,1,81,39.62,18.84,0,0,0,0,0,72,39.62,93,10.14,35.57,-12,29.48,-16.73,86,27.71,30.59,0,0
17-06-2025 13:00,13,1,3,1,83,37.69,31.73,0,0,0,0,0,73,37.69,81,39.62,18.84,2,-1.93,12.89,85.66666667,29.15,28.71333333,0,0
17-06-2025 14:00,14,1,3,1,69,24.22,32.74,0,0,0,0,0,72,32.74,83,37.69,31.73,-14,-13.47,1.01,77.66666667,33.84333333,27.77,0,0
17-06-2025 15:00,15,1,3,1,87,40.27,29.22,0,0,0,0,0,73,40.27,69,24.22,32.74,18,16.05,-3.52,79.66666667,34.06,31.23,0,0
17-06-2025 16:00,16,1,3,1,87,26.77,29.16,0,0,0,0,0,72,29.16,87,40.27,29.22,0,-13.5,-0.06,81,30.42,30.37333333,0,0
17-06-2025 17:00,17,1,3,1,90,45.18,24.29,0,0,0,0,0,73,45.18,87,26.77,29.16,3,18.41,-4.87,88,37.40666667,27.55666667,0,0
17-06-2025 18:00,18,1,3,1,72,30.24,22.48,0,0,0,0,0,72,30.24,90,45.18,24.29,-18,-14.94,-1.81,83,34.06333333,25.31,0,0
17-06-2025 19:00,19,1,3,1,89,26.34,25.74,0,0,0,0,0,72,26.34,72,30.24,22.48,17,-3.9,3.26,83.66666667,33.92,24.17,0,0
17-06-2025 20:00,20,1,3,0,86,24.71,22.02,0,0,0,0,0,73,24.71,89,26.34,25.74,-3,-1.63,-3.72,82.33333333,27.09666667,23.41333333,0,0
17-06-2025 21:00,21,1,3,0,87,25.65,39.34,0,0,0,0,0,74,39.34,86,24.71,22.02,1,0.94,17.32,87.33333333,25.56666667,29.03333333,0,0
17-06-2025 22:00,22,1,3,0,80,40.46,28.26,0,0,0,0,0,75,40.46,87,25.65,39.34,-7,14.81,-11.08,84.33333333,30.27333333,29.87333333,0,0
17-06-2025 23:00,23,1,3,0,79,24.42,29.71,0,0,0,0,0,76,29.71,80,40.46,28.26,-1,-16.04,1.45,82,30.17666667,32.43666667,0,0
18-06-2025 00:00,0,2,3,0,85,26.26,25.88,0,0,0,0,0,58,26.26,79,24.42,29.71,6,1.84,-3.83,81.33333333,30.38,27.95,0,0
18-06-2025 01:00,1,2,3,0,71,14.67,18.11,0,0,0,0,0,57,18.11,85,26.26,25.88,-14,-11.59,-7.77,78.33333333,21.78333333,24.56666667,0,0
18-06-2025 02:00,2,2,3,0,83,31.23,38.54,0,0,0,0,0,56,38.54,71,14.67,18.11,12,16.56,20.43,79.66666667,24.05333333,27.51,0,0
18-06-2025 03:00,3,2,3,0,67,28.74,18.57,0,0,0,0,0,55,28.74,83,31.23,38.54,-16,-2.49,-19.97,73.66666667,24.88,25.07333333,0,0
18-06-2025 04:00,4,2,3,0,58,19.46,13.53,0,0,0,0,0,54,19.46,67,28.74,18.57,-9,-9.28,-5.04,69.33333333,26.47666667,23.54666667,0,0
18-06-2025 05:00,5,2,3,0,72,25.73,32.21,0,0,0,0,0,53,32.21,58,19.46,13.53,14,6.27,18.68,65.66666667,24.64333333,21.43666667,0,0
18-06-2025 06:00,6,2,3,0,78,41.82,14.9,0,0,0,0,0,52,41.82,72,25.73,32.21,6,16.09,-17.31,69.33333333,29.00333333,20.21333333,0,0
18-06-2025 07:00,7,2,3,0,99,36.93,23.24,0,0,0,0,0,51,36.93,78,41.82,14.9,21,-4.89,8.34,83,34.82666667,23.45,0,0
18-06-2025 08:00,8,2,3,0,84,30.43,25.49,0,0,0,0,0,50,30.43,99,36.93,23.24,-15,-6.5,2.25,87,36.39333333,21.21,0,0
18-06-2025 09:00,9,2,3,1,74,38.53,26.45,0,0,0,0,0,49,38.53,84,30.43,25.49,-10,8.1,0.96,85.66666667,35.29666667,25.06,0,0
18-06-2025 10:00,10,2,3,1,80,16.43,26.83,0,0,0,0,0,48,26.83,74,38.53,26.45,6,-22.1,0.38,79.33333333,28.46333333,26.25666667,0,0
18-06-2025 11:00,11,2,3,1,82,42.4,18.86,0,0,0,0,0,49,42.4,80,16.43,26.83,2,25.97,-7.97,78.66666667,32.45333333,24.04666667,0,0
18-06-2025 12:00,12,2,3,1,77,33.5,38.49,0,0,0,0,0,48,38.49,82,42.4,18.86,-5,-8.9,19.63,79.66666667,30.77666667,28.06,0,0
18-06-2025 13:00,13,2,3,1,77,22.49,28.62,0,0,0,0,0,49,28.62,77,33.5,38.49,0,-11.01,-9.87,78.66666667,32.79666667,28.65666667,0,0
18-06-2025 14:00,14,2,3,1,103,47.83,36.13,0,0,0,0,0,48,47.83,77,22.49,28.62,26,25.34,7.51,85.66666667,34.60666667,34.41333333,0,0
18-06-2025 15:00,15,2,3,1,83,45.46,25.92,0,0,0,0,0,49,45.46,103,47.83,36.13,-20,-2.37,-10.21,87.66666667,38.59333333,30.22333333,0,0
18-06-2025 16:00,16,2,3,1,86,46.53,34.19,0,0,0,0,0,48,46.53,83,45.46,25.92,3,1.07,8.27,90.66666667,46.60666667,32.08,0,0
18-06-2025 17:00,17,2,3,1,97,65.15,47.82,0,0,0,0,0,49,65.15,86,46.53,34.19,11,18.62,13.63,88.66666667,52.38,35.97666667,0,0
18-06-2025 18:00,18,2,3,1,89,39.83,50.03,0,0,0,0,0,48,50.03,97,65.15,47.82,-8,-25.32,2.21,90.66666667,50.50333333,44.01333333,0,0
18-06-2025 19:00,19,2,3,1,90,29.97,27.49,0,0,0,0,0,48,29.97,89,39.83,50.03,1,-9.86,-22.54,92,44.98333333,41.78,0,0
18-06-2025 20:00,20,2,3,0,71,24.25,25.06,0,0,0,0,0,49,25.06,90,29.97,27.49,-19,-5.72,-2.43,83.33333333,31.35,34.19333333,0,0
18-06-2025 21:00,21,2,3,0,84,43.76,33.96,0,0,0,0,0,50,43.76,71,24.25,25.06,13,19.51,8.9,81.66666667,32.66,28.83666667,0,0
18-06-2025 22:00,22,2,3,0,77,42.38,17.12,0,0,0,0,0,51,42.38,84,43.76,33.96,-7,-1.38,-16.84,77.33333333,36.79666667,25.38,0,0
18-06-2025 23:00,23,2,3,0,86,19.68,35.94,0,0,0,0,0,52,35.94,77,42.38,17.12,9,-22.7,18.82,82.33333333,35.27333333,29.00666667,0,0
19-06-2025 00:00,0,3,3,0,92,29.62,26.88,0,0,0,0,0,34,29.62,86,19.68,35.94,6,9.94,-9.06,85,30.56,26.64666667,0,0
19-06-2025 01:00,1,3,3,0,71,34.68,33.64,0,0,0,0,0,33,34.68,92,29.62,26.88,-21,5.06,6.76,83,27.99333333,32.15333333,0,0
19-06-2025 02:00,2,3,3,0,80,33.61,25.97,0,0,0,0,0,32,33.61,71,34.68,33.64,9,-1.07,-7.67,81,32.63666667,28.83,0,0
19-06-2025 03:00,3,3,3,0,66,30.52,24.26,0,0,0,0,0,31,30.52,80,33.61,25.97,-14,-3.09,-1.71,72.33333333,32.93666667,27.95666667,0,0
19-06-2025 04:00,4,3,3,0,88,26.18,34.06,0,0,0,0,0,30,34.06,66,30.52,24.26,22,-4.34,9.8,78,30.10333333,28.09666667,0,0
19-06-2025 05:00,5,3,3,0,84,43.31,28.71,0,0,0,0,0,29,43.31,88,26.18,34.06,-4,17.13,-5.35,79.33333333,33.33666667,29.01,0,0
19-06-2025 06:00,6,3,3,0,82,31.5,26.88,0,0,0,0,0,28,31.5,84,43.31,28.71,-2,-11.81,-1.83,84.66666667,33.66333333,29.88333333,0,0
19-06-2025 07:00,7,3,3,0,77,43.6,34.47,0,0,0,0,0,27,43.6,82,31.5,26.88,-5,12.1,7.59,81,39.47,30.02,0,0
19-06-2025 08:00,8,3,3,0,88,34.91,40.85,0,0,0,0,0,26,40.85,77,43.6,34.47,11,-8.69,6.38,82.33333333,36.67,34.06666667,0,0
19-06-2025 09:00,9,3,3,1,80,26.55,32.49,0,0,0,0,0,25,32.49,88,34.91,40.85,-8,-8.36,-8.36,81.66666667,35.02,35.93666667,0,0
19-06-2025 10:00,10,3,3,1,77,43.46,44.79,0,0,0,0,0,24,44.79,80,26.55,32.49,-3,16.91,12.3,81.66666667,34.97333333,39.37666667,0,0
19-06-2025 11:00,11,3,3,1,79,24.5,23.86,0,0,0,0,0,25,24.5,77,43.46,44.79,2,-18.96,-20.93,78.66666667,31.50333333,33.71333333,0,0
19-06-2025 12:00,12,3,3,1,77,29.73,27.04,0,0,0,0,0,24,29.73,79,24.5,23.86,-2,5.23,3.18,77.66666667,32.56333333,31.89666667,0,0
